first_name,male_count,female_count
Jarold,8,0
Jarrell,17,0
Jarrett,14,0
Jarvis,48,0
Jason,105,0
Jasper,396,0
Jaunice,0,5
Jaunita,0,285
Javan,5,0
Javier,11,0
Jay,854,16
Jayne,0,188
Jb,12,0
Jc,31,0
Jd,11,0
Jean,335,10721
Jeanann,0,6
Jeane,0,153
Jeanelle,0,11
Jeanett,0,9
Jeanetta,0,51
Jeanette,0,2066
Jeanice,0,5
Jeanie,0,57
Jeanine,0,7
Jeanmarie,0,6
Jeanne,5,3150
Jeannedarc,0,6
Jeannett,0,8
Jeannetta,0,17
Jeannette,0,1032
Jeannie,0,81
Jeannine,0,17
Jearl,11,0
Jearldine,0,6
Jearlean,0,7
Jed,9,0
Jeff,186,0
Jefferson,177,0
Jeffery,25,0
Jeffie,13,21
Jeffrey,31,0
Jehu,10,0
Jemima,0,10
Jemmie,10,6
Jena,0,5
Jenaro,6,0
Jene,12,17
Jenell,0,7
Jenelle,0,13
Jenetta,0,8
Jenette,0,16
Jenettie,0,5
Jeneva,0,12
Jenie,0,6
Jenkins,5,0
Jenna,0,9
Jennett,0,8
Jennetta,0,10
Jennette,0,13
Jenney,0,6
Jennie,14,2495
Jennifer,0,11
Jennings,88,0
Jenny,0,212
Jens,14,0
Jeptha,15,0
Jeral,6,0
Jerald,84,0
Jeraldean,0,6
Jeraldine,0,66
Jeraline,0,6
Jere,23,0
Jerelene,0,7
Jereline,0,5
Jerelyn,0,5
Jeremiah,125,0
Jeri,0,13
Jerimiah,5,0
Jerl,5,0
Jerldine,0,9
Jerlean,0,8
Jerlene,0,10
Jerline,0,18
Jermaine,0,6
Jermiah,6,0
Jerold,31,0
Jeroline,0,6
Jerome,1575,19
Jerone,5,0
Jeronimo,6,0
Jerrald,5,0
Jerre,8,6
Jerrel,14,0
Jerrell,14,0
Jerri,0,7
Jerrie,0,26
Jerrine,0,10
Jerrold,31,0
Jerry,1466,217
Jerusha,0,6
Jervis,12,0
Jeryl,5,0
Jess,261,0
Jessamine,0,7
Jesse,2292,55
Jessee,11,0
Jessica,0,41
Jessie,1460,3147
Jesslyn,0,5
Jessy,6,0
Jessye,0,10
Jestina,0,8
Jestine,0,11
Jeston,6,0
Jesus,662,23
Jesusa,0,55
Jesusita,0,25
Jeter,7,0
Jethro,33,0
Jetta,0,27
Jettie,8,77
Jetty,0,5
Jeune,0,7
Jewel,128,823
Jeweldean,0,6
Jewelene,0,10
Jeweline,0,8
Jewell,114,830
Jewelle,0,8
Jewett,13,0
Jhon,31,0
Jiggs,5,0
Jilda,0,7
Jiles,12,0
Jill,0,17
Jim,992,16
Jimella,0,6
Jimie,6,0
Jimmey,6,0
Jimmie,1315,465
Jimmy,529,23
Jimmye,0,7
Jinnie,0,16
Jiro,14,0
Jissie,0,5
Jitsuo,8,0
Jo,13,534
Joachim,8,0
Joan,15,3023
Joana,0,8
Joane,0,6
Joann,0,386
Joanna,0,208
Joanne,0,475
Joaquim,8,0
Joaquin,53,0
Joaquina,0,7
Job,8,0
Jobe,14,0
Jocelyn,0,44
Jocie,0,14
Jock,5,0
Jodie,36,17
Jody,11,5
Joe,6044,151
Joeann,0,7
Joeanna,0,9
Joel,377,13
Joella,0,26
Joellen,0,27
Joeph,6,0
Joeseph,23,0
Joesph,126,0
Joesphine,0,17
Joetta,0,17
Joey,14,9
Johan,5,0
Johann,0,6
Johanna,0,300
Johannah,0,7
Johanne,0,6
Johannes,11,0
Johm,5,0
John,59052,382
Johnathan,7,0
Johnella,0,5
Johnetta,0,21
Johnette,0,9
Johney,29,0
Johnie,579,186
Johnita,0,5
Johnney,10,0
Johnnie,1741,1072
Johnny,1046,45
Johnnye,0,23
Johnsie,0,34
Johnson,64,0
Johnston,8,0
Johny,49,0
Johnye,0,9
Joice,0,9
Joie,0,10
Jolene,0,15
Joline,0,13
Jolly,10,0
Jon,55,6
Jonah,33,0
Jonas,70,0
Jonathan,97,0
Jonathon,6,0
Jonell,0,13
Jones,54,0
Joney,6,0
Jonita,0,6
Jonnie,57,70
Jonny,8,0
Jordan,96,0
Jorden,5,0
Jordon,9,0
Jorge,32,0
Joscelyn,0,5
Jose,1393,23
Josef,21,0
Josefa,0,79
Josefina,0,153
Joseph,25421,135
Josepha,0,6
Josephene,0,15
Josephina,0,10
Josephine,17,7274
Josephus,24,0
Josephyne,0,5
Josette,0,8
Josh,47,0
Joshua,114,0
Josiah,25,0
Josie,8,426
Josiephine,0,24
Jospeh,7,0
Josph,6,0
Josphine,0,7
Jossie,0,22
Josue,6,0
Jovita,0,54
Joy,44,578
Joyce,51,3533
Joycelyn,0,25
Joye,8,44
Jozef,8,0
Jr,16,0
Jt,7,0
Jual,5,0
Juan,739,17
Juana,0,201
Juanda,0,9
Juanell,0,5
Juanice,0,13
Juanita,24,5404
Jud,7,0
Judah,12,0
Judd,15,0
Judge,62,0
Judie,0,5
Judith,0,450
Judson,98,0
Judy,0,276
Juel,17,19
Julanne,0,13
Jule,24,36
Jules,113,0
Juletta,0,6
Julia,25,4289
Julian,728,11
Juliana,0,65
Juliann,0,13
Julianna,0,24
Julianne,0,24
Julie,8,197
Julien,16,0
Julienne,0,14
Juliet,0,92
Julieta,0,20
Juliett,0,6
Julietta,0,9
Juliette,0,161
Julio,146,0
Julious,29,0
Julis,11,0
Julius,1135,0
Juluis,20,0
Julus,5,0
Jun,6,0
Juna,0,7
June,79,6150
Junella,0,17
Junelle,0,5
Junetta,0,9
Junette,0,6
Juneve,0,5
Junia,0,15
Junice,0,16
Junichi,5,0
Junie,5,26
Junior,1495,13
Junious,48,0
Junita,0,31
Junius,132,0
Junnie,0,5
Jurline,0,5
Justa,0,5
Justice,11,0
Justin,161,0
Justina,0,33
Justine,0,181
Justino,7,0
Justo,9,0
Juston,5,0
Justus,22,0
Juventino,5,0
Jw,5,0
Kaiser,7,0
Kaliope,0,6
Kalman,16,0
Kam,5,0
Kaname,5,0
Kanji,6,0
Kansas,0,8
Kaoru,12,8
Karen,0,58
Karin,0,8
Karl,584,5
Karla,0,6
Karleen,0,13
Karlene,0,11
Karlton,5,0
Karlyn,0,5
Karma,0,7
Karol,12,7
Karoline,0,8
Karolyn,0,14
Kary,6,0
Karyl,0,5
Kasper,5,0
Kate,0,222
Kathaleen,0,49
Kathaline,0,6
Katharina,0,6
Katharine,0,265
Katharyn,0,11
Katharyne,0,5
Katheleen,0,11
Kathelene,0,9
Katheline,0,5
Katherene,0,10
Katherin,0,8
Katherina,0,6
Katherine,18,4695
Katherleen,0,5
Kathern,0,40
Katheryn,0,191
Katheryne,0,30
Kathie,0,8
Kathleen,7,3663
Kathleene,0,9
Kathlene,0,11
Kathlyn,0,58
Kathlynn,0,5
Kathreen,0,5
Kathren,0,8
Kathrin,0,5
Kathrine,0,123
Kathryn,7,3598
Kathryne,0,63
Kathy,0,13
Kathyrn,0,25
Katie,0,974
Kato,5,0
Katrina,0,14
Katsuji,5,0
Katsumi,13,0
Kattie,0,95
Katy,0,60
Katye,0,7
Kay,77,302
Kaye,0,28
Kazue,0,14
Kazuko,0,16
Kazuo,36,0
Kazuto,5,0
Kearney,10,0
Kee,44,0
Keiji,5,0
Keith,1071,9
Keitha,0,13
Keller,12,0
Kelley,24,0
Kellie,10,5
Kelly,125,10
Kelsey,14,0
Kelsie,9,0
Kelso,7,0
Kelton,7,0
Kelvin,10,0
Kemp,12,0
Kemper,8,0
Ken,34,0
Kendall,66,0
Kendell,6,0
Kendrick,28,0
Keneth,9,0
Kenichi,11,0
Kenith,14,0
Kenji,20,0
Kenley,5,0
Kenna,5,5
Kennard,20,0
Kennedy,11,0
Kenneth,10355,46
Kennett,7,0
Kenney,7,0
Kennith,67,0
Kenny,32,5
Kent,89,0
Kenton,24,0
Kenyon,11,0
Kenzo,5,0
Kerman,6,0
Kermit,276,0
Kermitt,5,0
Kern,9,0
Kernell,5,0
Kerney,11,0
Kerry,13,0
Kerwin,8,0
Kester,5,0
Keturah,0,6
Kevin,50,0
Kieran,5,0
Kieth,10,0
Kikue,0,25
Kikuye,0,7
Kim,8,9
Kimball,6,0
Kimble,7,0
Kimi,0,9
Kimie,0,17
Kimiko,0,40
Kimiye,0,10
Kimiyo,0,7
King,109,0
Kingsley,18,0
Kinsey,6,0
Kirby,71,0
Kirk,50,0
Kirkland,8,0
Kit,6,0
Kittie,0,29
Kitty,0,127
Kiyo,0,6
Kiyoko,0,40
Kiyomi,0,8
Kiyono,0,5
Kiyoshi,56,0
Kiyoto,6,0
Kizzie,0,19
Klara,0,9
Kline,5,0
Klyda,0,10
Knox,16,0
Knute,10,0
Koichi,11,0
Koula,0,5
Kristine,0,7
Kunio,10,0
Kurt,41,0
Kyle,88,0
La,0,5
Laban,6,0
Laberta,0,7
Lacey,17,7
Lacie,0,7
Lacy,125,21
Ladd,7,0
Laddie,43,7
Ladean,0,9
Ladell,8,7
Ladelle,0,11
Ladislado,7,0
Ladislaus,15,0
Ladislav,7,0
Ladislava,0,5
Ladona,0,9
Ladonna,0,51
Ladora,0,10
Lady,0,28
Lael,0,6
Laeuna,0,5
Lafayette,63,0
Lafe,12,0
Lafern,0,7
Lahoma,0,16
Laila,0,8
Laird,21,0
Lajune,0,7
Lake,10,0
Lakie,0,8
Lala,0,39
Laline,0,8
Lalla,0,12
Lallie,0,8
Lalo,9,0
Lamae,0,11
Lamar,234,0
Lamarr,18,0
Lamb,5,0
Lambert,80,0
Lamerle,0,7
Lamoine,14,0
Lamon,11,0
Lamont,19,0
Lamonte,6,0
Lamoyne,8,10
Lana,0,26
Lance,26,0
Lancelot,5,0
Lander,6,0
Landis,28,0
Lando,6,0
Landon,38,0
Landrum,9,0
Landy,6,0
Lane,44,7
Lanell,0,27
Lanelle,0,32
Lanette,0,6
Laney,7,6
Lang,5,0
Langdon,12,0
Langston,8,0
Lani,0,5
Lanie,0,14
Lanier,13,5
Lanita,0,7
Lankford,5,0
Lannie,11,25
Lanora,0,23
Lanore,0,5
Lansing,10,0
Lara,0,20
Larae,0,7
Laraine,0,21
Larance,7,0
Laray,0,5
Larayne,0,16
Laree,0,14
Larena,0,7
Larence,29,0
Larene,0,19
Laretta,0,12
Larie,0,5
Larine,0,5
Larita,0,7
Lark,6,0
Larkin,24,0
Larna,0,9
Larnce,13,0
Larnie,5,0
Larose,0,7
Laroy,17,0
Larraine,0,17
Larrie,5,6
Larry,575,8
Lars,9,0
Larue,20,98
Laruth,0,5
Lassie,0,20
Latha,0,9
Latham,7,0
Lathan,13,0
Lattie,0,11
Launa,0,23
Launia,0,5
Laura,15,3829
Laurabel,0,7
Laurabelle,0,13
Lauraine,0,14
Lauramae,0,7
Laurance,24,0
Laure,0,6
Lauree,0,5
Laurel,48,177
Laurelle,0,5
Lauren,67,6
Laurena,0,12
Laurence,574,6
Laurene,0,66
Laurens,7,0
Laurent,24,0
Lauretta,0,189
Laurette,0,56
Lauri,11,0
Lauria,0,6
Laurice,5,24
Laurie,46,34
Laurier,13,0
Laurin,11,0
Laurina,0,5
Laurinda,0,10
Laurine,0,57
Lauris,0,5
Laurita,0,6
Lauro,20,0
Lauvenia,0,5
Lavada,0,77
Lavan,7,0
Lavana,0,5
Lavanda,0,5
Lavania,0,6
Lavar,7,0
Lavaughn,9,21
Lavaun,0,12
Laveda,0,18
Laveeda,0,5
Lavell,12,7
Lavella,0,12
Lavelle,9,38
Lavena,0,25
Lavene,0,9
Lavenia,0,34
Lavera,0,74
Laverda,0,11
Lavere,14,5
Lavergne,0,31
Laverle,0,9
Lavern,290,145
Laverna,0,98
Laverne,402,1383
Laverta,0,13
Laveta,0,39
Lavetta,0,11
Lavida,0,6
Lavilla,0,7
Lavina,0,130
Lavine,0,5
Lavinia,0,66
Lavoid,5,0
Lavon,31,152
Lavona,0,45
Lavonda,0,7
Lavone,0,33
Lavonia,0,30
Lavonna,0,12
Lavonne,0,252
Lawana,0,25
Lawanda,0,42
Lawanna,0,7
Lawerance,11,0
Lawerence,86,0
Lawernce,9,0
Lawrance,19,0
Lawrence,5775,24
Lawson,73,0
Lawton,35,0
Lawyer,17,0
Laydell,5,0
Layman,13,0
Laymon,15,0
Layne,6,0
Layton,51,0
Lazaro,21,0
Lazarus,8,0
Lazelle,0,5
Lc,6,0
Le,12,0
Lea,13,61
Leada,0,5
Leady,0,5
Leah,0,505
Leala,0,11
Lealand,9,0
Lealer,0,13
Lealon,9,0
Leamon,61,0
Lean,0,5
Leana,0,19
Leanard,9,0
Leander,84,0
Leandra,0,6
Leandrew,7,0
Leandro,22,0
Leaner,0,11
Leanna,0,58
Leanor,0,8
Leanora,0,20
Leanord,20,0
Leanore,0,23
Lear,0,14
Leara,0,8
Learlean,0,5
Learline,0,5
Leary,5,5
Leatha,0,108
Leather,0,6
Leathia,0,9
Leatrice,0,278
Leavy,7,0
Leberta,0,5
Lecil,15,0
Leda,0,43
Ledell,9,0
Ledford,6,0
Ledonia,0,5
Ledora,0,14
Lee,2420,488
Leeland,14,0
Leeman,19,0
Leeroy,74,0
Leeta,0,10
Leetta,0,13
Legrand,7,0
Legrande,6,0
Lehman,28,0
Leif,11,0
Leigh,42,13
Leighton,49,0
Leila,0,365
Leilani,0,9
Leita,0,17
Leith,10,0
Leitha,0,19
Lela,0,863
Lelah,0,25
Lelan,10,0
Leland,775,5
Lelar,0,21
Leldon,13,0
Leler,0,8
Lelia,0,304
Lella,0,15
Leller,0,5
Lelon,14,0
Lelton,5,0
Lem,27,0
Lema,0,10
Leman,17,0
Lemar,13,0
Lemma,0,7
Lemmie,17,0
Lemon,26,6
Lemoyne,10,7
Lempi,0,8
Lemuel,128,0
Len,26,0
Lena,10,2410
Lenard,200,0
Lenda,0,7
Lendell,6,0
Lendon,5,0
Lendora,0,5
Lener,0,10
Lenice,0,9
Lenita,0,5
Lenn,6,0
Lenna,0,41
Lennard,17,0
Lennart,11,0
Lennie,21,89
Lennis,9,12
Lennon,12,0
Lenny,5,0
Leno,22,0
Lenoard,9,0
Lenoir,0,6
Lenola,0,6
Lenon,6,0
Lenor,0,9
Lenora,0,678
Lenord,43,0
Lenore,0,434
Lenox,8,0
Lenton,12,0
Lenwood,38,0
Lenzy,11,0
Leo,3990,48
Leocadia,0,39
Leoda,0,25
Leola,7,757
Leoma,0,40
Leomia,0,6
Leon,2677,37
Leona,7,2794
Leonard,5601,27
Leonarda,0,31
Leonardo,48,0
Leonce,9,0
Leone,6,151
Leonel,31,0
Leonette,0,11
Leonhard,5,0
Leonia,0,30
Leonidas,21,0
Leonie,0,16
Leonila,0,6
Leonor,0,71
Leonora,0,138
Leonore,0,65
Leontina,0,5
Leontine,0,25
Leopold,66,0
Leopoldo,59,0
Leora,0,252
Leoria,0,6
Leory,6,0
Leota,0,309
Leotha,0,16
Leotta,0,9
Lera,0,56
Leray,6,0
Lerline,0,7
Leronia,0,6
Leroy,3922,26
Lesley,40,7
Leslie,1664,142
Less,8,0
Lessie,26,315
Lesslie,11,0
Lesta,0,9
Lester,2780,34
Leston,11,0
Leta,0,183
Letcher,12,0
Letha,0,401
Lethaniel,6,0
Lether,0,14
Lethia,0,16
Leticia,0,7
Letitia,0,73
Letizia,0,8
Letta,0,10
Lettie,0,201
Letty,0,64
Lettye,0,6
Leva,0,21
Levada,0,12
Levan,10,0
Leveda,0,8
Levena,0,7
Levenia,0,9
Levere,6,0
Levern,31,5
Leverna,0,6
Leverne,24,12
Levert,14,0
Leverta,0,8
Levester,12,0
Leveta,0,6
Levi,230,0
Levia,0,5
Levie,16,0
Levin,11,0
Levina,0,9
Levio,5,0
Levis,7,0
Levon,21,0
Levona,0,6
Levonia,0,8
Levy,39,0
Lew,28,0
Lewellyn,6,0
Lewie,20,0
Lewin,6,0
Lewis,2670,14
Lex,24,0
Lexie,6,52
Libbie,0,23
Libby,0,76
Libera,0,9
Liberato,13,0
Liberta,0,5
Liberty,0,8
Liboria,0,6
Liborio,13,0
Librada,0,17
Librado,17,0
Lida,0,67
Liddie,0,30
Lidia,0,33
Lido,9,0
Lige,19,0
Ligia,0,5
Lila,5,1053
Lilah,0,28
Lilamae,0,10
Lilas,0,13
Lilbern,6,0
Lilburn,30,0
Lilia,0,63
Lilian,0,42
Lilias,0,5
Lilie,0,25
Lilla,0,75
Lillain,0,6
Lillan,0,5
Lillard,21,0
Liller,0,5
Lillia,0,22
Lillian,35,9100
Lillias,0,7
Lillie,17,2979
Lilliemae,0,14
Lillion,0,15
Lillis,0,14
Lilly,0,301
Lillyan,0,7
Lily,0,409
Lilyan,0,29
Limmie,5,0
Limuel,7,0
Lin,7,0
Lina,0,115
Linard,10,0
Lincoln,156,0
Linda,0,454
Lindel,5,0
Lindell,21,0
Linden,17,0
Lindley,6,0
Lindon,12,0
Lindsay,52,0
Lindsey,55,5
Lindy,6,6
Linford,20,0
Link,8,0
Linn,24,0
Linna,0,10
Linnea,0,25
Linnie,7,136
Lino,27,0
Linton,39,0
Linus,48,0
Linville,8,0
Linwood,189,0
Linzie,11,0
Linzy,17,0
Liona,0,6
Lionardo,5,0
Lionel,325,0
Lionell,9,0
Lisa,0,23
Lisbeth,0,10
Lisle,21,0
Lissie,0,31
Lister,7,0
Liston,15,0
Lita,0,32
Litha,0,8
Littie,0,13
Little,21,0
Littleton,15,0
Livia,0,23
Livie,0,6
Livingston,19,0
Livio,9,0
Liza,0,44
Lizabeth,0,5
Lizbeth,0,6
Lizette,0,5
Lizzie,6,581
Lizzy,0,9
Llewellyn,54,17
Lloyd,3350,24
Lloyde,8,0
Loa,0,29
Locke,6,0
Lockie,0,9
Loda,0,7
Lodema,0,22
Lodie,0,12
Loel,6,0
Loella,0,5
Loeta,0,8
Loetta,0,8
Loette,0,6
Loeva,0,6
Loften,5,0
Lofton,10,0
Logan,86,0
Loice,0,5
Loie,0,6
Lois,73,9299
Loise,0,27
Loisjean,0,6
Lola,8,1538
Lolamae,0,5
Lolene,0,5
Loleta,0,22
Lolita,0,65
Lollie,0,15
Loma,0,65
Loman,8,0
Lomax,8,0
Lon,70,5
Lona,0,156
Lonas,6,0
Londa,0,6
London,6,0
Loneta,0,9
Loney,12,7
Longino,5,0
Lonia,0,11
Lonie,27,35
Lonita,0,5
Lonna,0,5
Lonnie,716,89
Lonny,5,0
Lonza,8,0
Lonzell,5,0
Lonzie,6,0
Lonzo,85,0
Loomis,9,0
Lora,9,361
Lorain,13,33
Loraine,15,386
Loral,6,0
Loralee,0,5
Loran,53,0
Lorance,9,0
Lorane,0,7
Lorayne,0,55
Lore,0,5
Lorean,0,44
Loreda,0,10
Loree,0,50
Loreen,0,22
Lorell,0,5
Lorelle,0,6
Loren,636,9
Lorena,0,349
Lorence,20,0
Lorene,8,1173
Lorenia,0,8
Lorensa,0,5
Lorenso,5,0
Lorenz,28,0
Lorenza,50,39
Lorenzo,217,0
Loreta,0,16
Loretha,0,20
Loreto,10,5
Loretta,8,2261
Lorette,0,23
Loretto,0,13
Lori,0,6
Loria,0,8
Lorice,0,6
Lorie,0,12
Loriene,0,6
Lorimer,9,0
Lorin,58,0
Lorina,0,20
Lorinda,0,14
Lorine,0,275
Loring,23,0
Loris,19,45
Lorita,0,9
Lorn,16,0
Lorna,0,304
Lorne,27,0
Lorrain,0,17
Lorraine,26,5109
Lorrayne,0,57
Lorren,6,0
Lorrene,0,12
Lorretta,0,36
Lorriane,0,7
Lorrie,0,10
Lorrin,6,0
Lorrine,0,18
Lorris,8,0
Lory,0,6
Lossie,0,29
Lota,0,15
Lott,5,0
Lotta,0,11
Lottie,0,978
Lotus,0,21
Lou,37,381
Louann,0,18
Louanna,0,17
Loubertha,0,6
Loucille,0,10
Louella,0,238
Louellen,0,5
Louetta,0,31
Louie,460,34
Louies,0,5
Louine,0,9
Louis,7042,57
Louisa,0,192
Louise,58,8853
Louisiana,0,5
Loula,0,8
Lounell,0,9
Lounette,0,6
Loura,0,5
Lourdes,0,9
Louree,0,5
Lourene,0,7
Louvenia,0,81
Louvinia,0,11
Lova,0,12
Lovada,0,5
Love,18,17
Loveda,0,10
Lovel,8,0
Lovell,35,24
Lovella,0,35
Lovely,0,8
Lovena,0,13
Lovenia,0,14
Lovera,0,6
Loveta,0,10
Lovett,5,0
Lovetta,0,21
Lovey,0,13
Lovia,0,5
Lovie,18,100
Lovina,0,25
Lovis,5,5
Lowanda,0,6
Lowell,819,15
Lowella,0,8
Lowery,7,0
Lowry,9,0
Loy,88,6
Loyal,89,7
Loyce,29,77
Loyd,605,6
Loyde,11,0
Loye,12,0
Loyed,6,0
Loyola,0,16
Loys,8,8
Lu,0,19
Luana,0,17
Luann,0,5
Luanna,0,13
Luanne,0,6
Luba,0,6
Luberta,0,20
Lubertha,0,16
Luby,13,6
Lucas,49,0
Luceal,0,16
Luceil,0,6
Lucelle,0,7
Lucetta,0,14
Lucia,0,182
Lucian,104,5
Luciana,0,17
Luciano,38,0
Lucie,0,52
Luciel,0,15
Lucielle,0,7
Lucien,129,0
Lucienne,0,31
Lucila,0,12
Lucile,0,927
Lucill,0,14
Lucilla,0,15
Lucille,17,6744
Lucillie,0,8
Lucina,0,15
Lucinda,0,164
Lucindy,0,7
Lucine,0,6
Lucio,49,0
Lucious,64,0
Lucius,118,0
Lucky,15,0
Lucretia,0,92
Lucrezia,0,9
Lucy,22,2978
Lucyle,0,8
Lucylle,0,7
Luda,0,8
Ludean,0,6
Ludell,0,16
Ludella,0,7
Ludger,9,0
Ludie,7,63
Ludine,0,5
Ludmilla,0,10
Ludwig,54,0
Ludy,0,7
Lue,12,154
Luegenia,0,7
Luella,0,776
Luellen,0,16
Luena,0,6
Luerene,0,6
Luetta,0,56
Luevenia,0,16
Lugene,12,13
Lugenia,0,9
Luie,11,0
Luigi,33,0
Luis,334,0
Luisa,0,82
Luise,0,16
Luiz,6,0
Lujean,0,7
Luke,206,0
Lula,16,1776
Lular,0,17
Lulia,0,5
Lulla,0,11
Lulu,0,113
Lum,14,0
Luman,7,0
Lumir,9,0
Luna,0,34
Lunette,0,7
Lunsford,6,0
Lupe,98,377
Lupie,0,5
Lupita,0,12
Lura,0,175
Luree,0,8
Lurena,0,10
Lurene,0,22
Luretha,0,14
Luretta,0,11
Luria,0,7
Lurie,0,6
Lurine,0,7
Lurlean,0,11
Lurlene,0,18
Lurlie,0,12
Lurline,0,47
Lusiano,7,0
Luster,28,6
Luther,1396,17
Lutie,0,10
Luvada,0,7
Luvender,5,0
Luvenia,0,74
Luvera,0,5
Luvern,8,6
Luverna,0,8
Luverne,65,35
Luverta,0,5
Luvina,0,6
Luvinia,0,11
Luz,10,68
Luzell,0,5
Lyal,9,0
Lyall,7,0
Lyda,5,94
Lydia,5,912
Lydie,0,9
Lyell,6,0
Lyla,0,103
Lyle,1000,23
Lyman,195,0
Lymon,9,0
Lyn,0,13
Lynch,5,0
Lynda,0,22
Lyndal,0,7
Lyndall,0,11
Lyndel,0,7
Lyndell,9,10
Lynden,6,0
Lyndle,7,0
Lyndon,32,0
Lynell,5,5
Lynette,0,55
Lynn,409,80
Lynne,0,28
Lynnette,0,8
Lynwood,51,0
Lysle,16,0
Lytle,14,0
Lyvonne,0,7
Ma,0,7
Mabel,5,2652
Mabell,0,14
Mabelle,0,27
Mable,5,1516
Mabry,11,0
Mac,68,0
Macaria,0,8
Macario,49,0
Mace,13,0
Macedonio,6,0
Macel,0,36
Maceo,23,0
Macey,5,0
Macie,0,77
Macil,0,8
Mack,546,0
Mackie,5,8
Macle,0,5
Maclovia,0,7
Macon,18,0
Macy,10,19
Mada,0,16
Madalena,0,7
Madalene,0,27
Madaline,0,92
Madalyn,0,68
Madalynne,0,5
Maddie,0,19
Madelaine,0,14
Madeleine,0,224
Madelene,0,52
Madeliene,0,9
Madelin,0,6
Madelina,0,5
Madeline,0,1746
Madell,0,12
Madelle,0,8
Madelon,0,33
Madelyn,0,315
Madelyne,0,25
Madge,0,379
Madgeline,0,5
Madgie,0,18
Madia,0,6
Madie,0,80
Madilyn,0,7
Madison,70,0
Madlene,0,5
Madline,0,7
Madlyn,0,53
Madoline,0,7
Madolyn,0,24
Madonna,0,110
Madora,0,12
Mady,0,6
Mae,10,2369
Maebell,0,34
Maebelle,0,34
Maedean,0,5
Maedell,0,11
Maeola,0,16
Maetta,0,5
Mafalda,0,71
Mag,0,6
Magalene,0,8
Magaline,0,17
Magaret,0,11
Magdalen,0,69
Magdalena,0,113
Magdalene,0,172
Magdaleno,12,0
Magdalina,0,7
Magdaline,0,32
Magdelene,0,12
Magdelina,0,5
Magdeline,0,14
Mageline,0,5
Maggie,11,1259
Magie,0,7
Magnolia,0,121
Magnus,15,0
Mahala,0,19
Mahalia,0,9
Mahalie,0,7
Mahlon,83,0
Mai,0,10
Maida,0,48
Maidell,0,6
Maidie,0,5
Maie,0,6
Maire,0,10
Mairon,5,0
Maisie,0,27
Maitland,7,0
Maizie,0,21
Majel,0,17
Major,150,0
Majorie,0,31
Makoto,11,0
Malachi,20,0
Malcolm,639,0
Malcom,44,0
Malcome,8,0
Malena,0,6
Maleta,0,5
Malinda,0,70
Maline,0,5
Malissa,0,42
Malissia,0,5
Malissie,0,9
Mallie,6,44
Mallissa,0,5
Mallory,9,0
Malone,6,0
Malvena,0,6
Malvenia,0,6
Malvern,10,0
Malvin,62,0
Malvina,0,38
Malvine,0,5
Mamie,13,1626
Mammie,0,66
Mamoru,16,0
Mamye,0,12
Manabu,7,0
Mance,6,0
Mancel,10,0
Mancil,6,0
Manda,0,32
Mandel,7,0
Mandie,0,13
Mandy,0,77
Manetta,0,5
Manette,0,9
Manford,44,0
Manfred,16,0
Manie,0,11
Manley,48,0
Manly,10,0
Mann,7,0
Mannie,20,12
Manning,22,0
Manny,14,0
Mansel,18,0
Mansfield,15,0
Manson,14,0
Manual,15,0
Manuel,1664,11
Manuela,0,202
Manuelita,0,14
Manuella,0,9
Manvil,5,0
Manville,5,0
Maple,0,33
Mar,0,5
Mara,0,15
Marabelle,0,7
Maralee,0,6
Maralyn,0,21
Maratha,0,6
Marc,31,0
Marceil,0,15
Marcel,142,8
Marcela,0,28
Marcelene,0,13
Marcelina,0,42
Marceline,0,69
Marcelino,43,0
Marcell,22,14
Marcella,5,1476
Marcelle,0,135
Marcellia,0,6
Marcelline,0,21
Marcellino,5,0
Marcello,11,0
Marcellous,9,0
Marcellus,57,0
Marcelo,18,0
Marcelyn,0,10
Marcena,0,6
Marcene,0,24
Marcetta,0,5
March,5,6
Marcheta,0,57
Marchetta,0,7
Marcia,0,460
Marcial,9,0
Marcie,0,12
Marciel,0,9
Marcile,0,12
Marcilla,0,8
Marcille,0,30
Marcine,0,23
Marco,43,0
Marcos,44,0
Marcus,333,0
Marcy,0,11
Mardell,0,61
Mardella,0,12
Mardelle,0,35
Marea,0,7
Maree,0,17
Marene,0,6
Mareta,0,6
Maretta,0,9
Margare,0,5
Margaree,0,19
Margaret,88,26546
Margareta,0,8
Margarete,0,57
Margareth,0,7
Margaretha,0,8
Margarett,0,116
Margaretta,0,56
Margarette,0,178
Margarie,0,7
Margarine,0,5
Margarita,0,275
Margarite,0,47
Margarito,60,0
Margart,0,19
Margaruite,0,7
Marge,0,100
Margean,0,5
Margeart,0,11
Margene,0,36
Margeret,0,29
Margerie,0,5
Margerite,0,5
Margert,0,21
Margery,0,515
Marget,0,21
Margeurite,0,5
Margherita,0,17
Margia,0,8
Margie,15,2832
Margine,0,8
Margit,0,8
Margo,0,29
Margorie,0,35
Margot,0,40
Margreat,0,15
Margree,0,10
Margret,0,196
Margrete,0,13
Margrett,0,46
Margretta,0,18
Margrette,0,22
Marguarite,0,6
Marguerete,0,9
Marguerette,0,7
Marguerita,0,20
Marguerite,0,2249
Margueritte,0,39
Margurete,0,6
Margurette,0,13
Marguriete,0,10
Marguriette,0,5
Margurite,0,49
Margy,0,44
Mari,0,28
Maria,25,2291
